Product_ID,Product_Name,Category,Sub_Category,Price,Customer_Age,Customer_Gender,Purchase_History,Review_Rating,Review_Sentiment,Product_new
P1324,Tennis Racket,Sports,Bicycle,768.48,57,Female,9,4,Very Positive,Tennis RacketHola
P1325,Dress,Clothing,Dresses,149.85,47,Male,18,4,Neutral,DressHola
P1326,Smartphone,Electronics,Headphones,236.65,30,Female,21,5,Positive,SmartphoneHola
P1327,Lipstick,Beauty,Makeup,53.09,38,Female,27,3,Neutral,LipstickHola
P1328,Shoes,Clothing,Dresses,34.24,39,Female,27,2,Neutral,ShoesHola
P1329,Bookshelf,Furniture,Table,290.47,43,Female,14,4,Positive,BookshelfHola
P1330,Dining Table,Furniture,Bookshelf,995.33,26,Female,17,4,Very Positive,Dining TableHola
P1331,Sofa,Furniture,Table,1134.01,21,Male,27,4,Very Positive,SofaHola
P1332,Headphones,Electronics,Tablets,1338.78,57,Male,14,5,Positive,HeadphonesHola
P1333,Refrigerator,Home Appliances,Washing Machine,619.82,44,Female,30,5,Positive,RefrigeratorHola
P1334,Tennis Racket,Sports,Bicycle,237.4,40,Male,25,4,Very Positive,Tennis RacketHola
P1335,Perfume,Beauty,Makeup,57.25,48,Male,13,5,Neutral,PerfumeHola
P1336,Sofa,Furniture,Chair,188.23,19,Female,24,5,Neutral,SofaHola
P1337,Chair,Furniture,Cabinet,193.07,28,Female,20,4,Neutral,ChairHola
P1338,Refrigerator,Home Appliances,Air Conditioner,313.02,63,Female,8,5,Positive,RefrigeratorHola
P1339,Bicycle,Sports,Tennis Racket,706.12,26,Female,37,4,Very Positive,BicycleHola
P1340,Dress,Clothing,Pants,185.78,45,Female,13,3,Positive,DressHola
P1341,Dress,Clothing,Sweaters,28.24,32,Male,20,1,Neutral,DressHola
P1342,Shoes,Clothing,Shoes,150.13,64,Female,0,5,Neutral,ShoesHola
P1343,Tablet,Electronics,Headphones,707.9,42,Female,20,4,Very Positive,TabletHola
P1344,T-Shirt,Clothing,Dresses,140.39,26,Male,25,3,Positive,T-ShirtHola
P1345,Dress,Clothing,Pants,177.37,62,Male,2,3,Neutral,DressHola
P1346,Bluetooth Speaker,Electronics,Smartwatches,1428.62,26,Male,14,4,Positive,Bluetooth SpeakerHola
P1347,Sofa,Furniture,Bookshelf,1050.85,40,Female,16,4,Very Positive,SofaHola
P1348,Foundation,Beauty,Skin Care,119.15,26,Female,17,5,Neutral,FoundationHola
P1349,Wireless Mouse,Electronics,Speakers,1304.53,27,Female,38,4,Very Positive,Wireless MouseHola
P1350,Tablet,Electronics,Headphones,134.23,50,Female,7,4,Neutral,TabletHola
P1351,Dress,Clothing,T-Shirts,39.21,36,Male,10,3,Neutral,DressHola
P1352,Wireless Mouse,Electronics,Smartwatches,242.79,23,Female,11,5,Very Positive,Wireless MouseHola
P1353,Lipstick,Beauty,Fragrance,155.36,65,Female,9,4,Positive,LipstickHola
P1354,Foundation,Beauty,Skin Care,134.38,37,Male,11,3,Neutral,FoundationHola
P1355,Smartphone,Electronics,Speakers,183.57,54,Male,13,5,Positive,SmartphoneHola
P1356,Dishwasher,Home Appliances,Vacuum Cleaner,101.92,29,Female,11,3,Positive,DishwasherHola
P1357,Dress,Clothing,Pants,197.35,44,Female,18,4,Neutral,DressHola
P1358,Sofa,Furniture,Table,1260.16,47,Male,14,5,Very Positive,SofaHola
P1359,Tennis Racket,Sports,Basketball,519.35,25,Male,5,4,Positive,Tennis RacketHola
P1360,Headphones,Electronics,Laptops,1311.91,44,Female,25,4,Positive,HeadphonesHola
P1361,Shampoo,Beauty,Skin Care,48.35,25,Female,36,2,Negative,ShampooHola
P1362,Soccer Ball,Sports,Basketball,638.69,32,Female,30,5,Positive,Soccer BallHola
P1363,Foundation,Beauty,Fragrance,38.01,39,Male,19,2,Negative,FoundationHola
P1364,Jeans,Clothing,Sweaters,11.5,28,Female,33,3,Neutral,JeansHola
P1365,Microwave,Home Appliances,Air Conditioner,319.18,56,Female,17,4,Positive,MicrowaveHola
P1366,T-Shirt,Clothing,Dresses,155.26,33,Male,11,3,Neutral,T-ShirtHola
P1367,Air Conditioner,Home Appliances,Washing Machine,963.43,60,Female,8,4,Positive,Air ConditionerHola
P1368,Dishwasher,Home Appliances,Washing Machine,393.94,44,Male,12,4,Very Positive,DishwasherHola
P1369,Basketball,Sports,Bicycle,246.19,51,Female,5,5,Very Positive,BasketballHola
P1370,Smartphone,Electronics,Smartwatches,597.32,19,Male,42,5,Positive,SmartphoneHola
P1371,Chair,Furniture,Cabinet,263.66,19,Female,13,4,Positive,ChairHola
P1372,Skincare Cream,Beauty,Hair Care,125.22,40,Male,21,3,Positive,Skincare CreamHola
P1373,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,385.06,61,Male,13,5,Positive,Vacuum CleanerHola
P1374,Bookshelf,Furniture,Chair,119.35,45,Male,13,3,Neutral,BookshelfHola
P1375,Jacket,Clothing,Dresses,182.58,46,Male,29,3,Neutral,JacketHola
P1376,Refrigerator,Home Appliances,Microwave,401.59,21,Male,22,4,Positive,RefrigeratorHola
P1377,Washing Machine,Home Appliances,Vacuum Cleaner,144.53,55,Female,10,4,Neutral,Washing MachineHola
P1378,Jeans,Clothing,Dresses,77.53,31,Male,15,3,Positive,JeansHola
P1379,Dining Table,Furniture,Table,136.08,35,Female,10,3,Positive,Dining TableHola
P1380,Shampoo,Beauty,Hair Care,181.33,59,Female,10,5,Neutral,ShampooHola
P1381,Jacket,Clothing,Sweaters,194.26,19,Female,24,4,Neutral,JacketHola
P1382,Dishwasher,Home Appliances,Refrigerator,336.18,33,Female,16,5,Positive,DishwasherHola
P1383,Cabinet,Furniture,Chair,1340.7,41,Male,16,5,Positive,CabinetHola
P1384,Smartwatch,Electronics,Tablets,1379.51,55,Male,9,4,Very Positive,SmartwatchHola
P1385,Skincare Cream,Beauty,Nail Polish,45.86,52,Male,17,3,Negative,Skincare CreamHola
P1386,Soccer Ball,Sports,Basketball,251.09,58,Male,5,5,Positive,Soccer BallHola
P1387,Vacuum Cleaner,Home Appliances,Air Conditioner,984.65,38,Male,13,5,Very Positive,Vacuum CleanerHola
P1388,Headphones,Electronics,Laptops,1380.75,20,Male,31,5,Positive,HeadphonesHola
P1389,Bluetooth Speaker,Electronics,Mobile Phones,250.33,31,Female,27,4,Very Positive,Bluetooth SpeakerHola
P1390,Soccer Ball,Sports,Football,21.21,21,Male,49,2,Neutral,Soccer BallHola
P1391,Bookshelf,Furniture,Table,1402.8,55,Male,15,5,Very Positive,BookshelfHola
P1392,Yoga Mat,Sports,Yoga Mat,692.23,39,Male,21,4,Very Positive,Yoga MatHola
P1393,Wireless Mouse,Electronics,Mobile Phones,1068.03,24,Female,50,4,Positive,Wireless MouseHola
P1394,Microwave,Home Appliances,Microwave,557.14,54,Female,0,4,Positive,MicrowaveHola
P1395,Shampoo,Beauty,Skin Care,54.84,64,Male,2,5,Positive,ShampooHola
P1396,Sweater,Clothing,Shoes,112.37,22,Male,48,3,Neutral,SweaterHola
P1397,Tennis Racket,Sports,Bicycle,470.7,60,Female,6,4,Very Positive,Tennis RacketHola
P1398,Microwave,Home Appliances,Refrigerator,422.95,21,Female,41,4,Very Positive,MicrowaveHola
P1399,Nail Polish,Beauty,Fragrance,108.92,51,Male,14,5,Neutral,Nail PolishHola
P1400,Bicycle,Sports,Tennis Racket,709.36,48,Female,24,4,Very Positive,BicycleHola
P1401,Shampoo,Beauty,Skin Care,33.68,30,Female,15,1,Neutral,ShampooHola
P1402,Foundation,Beauty,Makeup,39.8,49,Male,23,2,Neutral,FoundationHola
P1403,Sofa,Furniture,Bookshelf,758.0,59,Male,5,5,Positive,SofaHola
P1404,Dress,Clothing,Sweaters,48.76,21,Female,7,3,Negative,DressHola
P1405,Foundation,Beauty,Makeup,71.94,18,Female,31,5,Positive,FoundationHola
P1406,Laptop,Electronics,Headphones,530.03,27,Male,40,5,Very Positive,LaptopHola
P1407,Sofa,Furniture,Chair,1154.23,57,Female,7,4,Positive,SofaHola
P1408,Dishwasher,Home Appliances,Vacuum Cleaner,913.35,33,Male,11,4,Very Positive,DishwasherHola
P1409,Chair,Furniture,Table,191.37,20,Female,30,5,Positive,ChairHola
P1410,Sweater,Clothing,Dresses,129.38,49,Female,13,4,Neutral,SweaterHola
P1411,Vacuum Cleaner,Home Appliances,Air Conditioner,352.74,42,Female,10,4,Positive,Vacuum CleanerHola
P1412,Wireless Mouse,Electronics,Speakers,527.86,34,Male,13,4,Very Positive,Wireless MouseHola
P1413,Jacket,Clothing,Sweaters,81.17,58,Male,8,4,Neutral,JacketHola
P1414,Bicycle,Sports,Basketball,140.25,54,Female,15,5,Positive,BicycleHola
P1415,Shoes,Clothing,Jackets,69.23,34,Female,22,5,Positive,ShoesHola
P1416,Tennis Racket,Sports,Football,696.08,28,Female,27,5,Positive,Tennis RacketHola
P1417,Bookshelf,Furniture,Bookshelf,209.51,35,Male,26,5,Very Positive,BookshelfHola
P1418,Skincare Cream,Beauty,Fragrance,113.24,46,Male,30,4,Positive,Skincare CreamHola
P1419,Wireless Mouse,Electronics,Speakers,619.2,36,Male,29,5,Very Positive,Wireless MouseHola
P1420,Vacuum Cleaner,Home Appliances,Microwave,468.72,38,Female,24,5,Positive,Vacuum CleanerHola
P1421,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,214.87,50,Female,0,4,Positive,Vacuum CleanerHola
P1422,Bluetooth Speaker,Electronics,Tablets,843.85,31,Male,13,4,Very Positive,Bluetooth SpeakerHola
P1423,Chair,Furniture,Bookshelf,800.21,31,Male,15,4,Very Positive,ChairHola
P1424,Wireless Mouse,Electronics,Headphones,356.39,52,Female,13,5,Very Positive,Wireless MouseHola
P1425,Dress,Clothing,Pants,120.78,30,Male,22,3,Neutral,DressHola
P1426,Smartphone,Electronics,Tablets,678.73,53,Male,12,5,Very Positive,SmartphoneHola
P1427,Tablet,Electronics,Tablets,761.8,60,Female,10,4,Very Positive,TabletHola
P1428,Pants,Clothing,Shoes,30.68,42,Male,10,1,Negative,PantsHola
P1429,Smartphone,Electronics,Smartwatches,424.65,43,Female,20,5,Positive,SmartphoneHola
P1430,Wireless Mouse,Electronics,Mobile Phones,1147.46,52,Female,19,5,Very Positive,Wireless MouseHola
P1431,Dishwasher,Home Appliances,Vacuum Cleaner,147.02,62,Female,13,4,Positive,DishwasherHola
P1432,Couch,Furniture,Cabinet,1117.0,36,Female,16,4,Positive,CouchHola
P1433,Sofa,Furniture,Table,825.73,48,Female,16,4,Positive,SofaHola
P1434,Jeans,Clothing,T-Shirts,67.09,20,Female,48,5,Positive,JeansHola
P1435,Shoes,Clothing,Shoes,195.39,41,Female,10,4,Neutral,ShoesHola
P1436,Pants,Clothing,Sweaters,28.13,31,Female,13,3,Neutral,PantsHola
P1437,Football,Sports,Bicycle,545.4,64,Female,15,4,Positive,FootballHola
P1438,Nail Polish,Beauty,Makeup,183.05,31,Male,22,5,Positive,Nail PolishHola
P1439,Tablet,Electronics,Speakers,230.43,60,Female,16,4,Very Positive,TabletHola
P1440,Shampoo,Beauty,Skin Care,135.35,28,Male,12,4,Positive,ShampooHola
P1441,Chair,Furniture,Sofa,1148.89,50,Female,20,5,Positive,ChairHola
P1442,Refrigerator,Home Appliances,Refrigerator,337.14,59,Female,4,4,Very Positive,RefrigeratorHola
P1443,Sweater,Clothing,Pants,141.8,29,Female,29,3,Positive,SweaterHola
P1444,Lipstick,Beauty,Skin Care,33.01,28,Female,10,2,Negative,LipstickHola
P1445,Sweater,Clothing,Pants,31.4,19,Male,39,1,Negative,SweaterHola
P1446,Tennis Racket,Sports,Football,583.5,33,Male,18,5,Very Positive,Tennis RacketHola
P1447,Dishwasher,Home Appliances,Microwave,262.81,48,Female,18,4,Positive,DishwasherHola
P1448,Dishwasher,Home Appliances,Washing Machine,981.63,21,Male,41,4,Very Positive,DishwasherHola
P1449,Tennis Racket,Sports,Tennis Racket,671.32,27,Female,30,5,Very Positive,Tennis RacketHola
P1450,Refrigerator,Home Appliances,Microwave,704.63,44,Female,13,5,Very Positive,RefrigeratorHola
P1451,Soccer Ball,Sports,Bicycle,648.73,44,Female,15,4,Very Positive,Soccer BallHola
P1452,Tablet,Electronics,Laptops,62.99,56,Female,3,4,Neutral,TabletHola
P1453,Skincare Cream,Beauty,Fragrance,107.61,44,Male,22,5,Positive,Skincare CreamHola
P1454,Basketball,Sports,Bicycle,403.03,56,Female,18,5,Very Positive,BasketballHola
P1455,Smartphone,Electronics,Mobile Phones,604.11,58,Male,5,5,Very Positive,SmartphoneHola
P1456,Jacket,Clothing,T-Shirts,146.34,30,Female,19,5,Positive,JacketHola
P1457,Couch,Furniture,Chair,276.51,30,Male,12,5,Very Positive,CouchHola
P1458,Couch,Furniture,Bookshelf,1491.67,43,Female,25,5,Positive,CouchHola
P1459,Chair,Furniture,Chair,906.02,61,Female,12,4,Very Positive,ChairHola
P1460,Bluetooth Speaker,Electronics,Tablets,115.18,37,Female,16,4,Neutral,Bluetooth SpeakerHola
P1461,Perfume,Beauty,Makeup,90.84,30,Female,17,4,Neutral,PerfumeHola
P1462,Couch,Furniture,Chair,291.18,28,Female,9,5,Very Positive,CouchHola
P1463,Shampoo,Beauty,Hair Care,101.23,24,Male,34,5,Positive,ShampooHola
P1464,Tennis Racket,Sports,Tennis Racket,278.73,33,Male,21,4,Very Positive,Tennis RacketHola
P1465,Shampoo,Beauty,Hair Care,112.18,53,Female,19,4,Positive,ShampooHola
P1466,Dining Table,Furniture,Bookshelf,1334.09,58,Female,17,5,Positive,Dining TableHola
P1467,Smartwatch,Electronics,Tablets,728.67,35,Male,28,4,Very Positive,SmartwatchHola
P1468,Pants,Clothing,T-Shirts,134.88,61,Female,16,3,Neutral,PantsHola
P1469,Cabinet,Furniture,Table,143.23,52,Female,14,5,Neutral,CabinetHola
P1470,Wireless Mouse,Electronics,Headphones,1037.56,36,Male,25,5,Positive,Wireless MouseHola
P1471,Sofa,Furniture,Chair,520.51,59,Male,12,5,Very Positive,SofaHola
P1472,Shoes,Clothing,Shoes,145.74,31,Male,26,4,Positive,ShoesHola
P1473,Refrigerator,Home Appliances,Refrigerator,753.1,26,Female,26,4,Positive,RefrigeratorHola
P1474,Dishwasher,Home Appliances,Refrigerator,328.95,18,Male,9,4,Positive,DishwasherHola
P1475,Laptop,Electronics,Speakers,752.58,45,Male,20,4,Positive,LaptopHola
P1476,Cabinet,Furniture,Cabinet,386.21,38,Male,16,4,Positive,CabinetHola
P1477,Headphones,Electronics,Laptops,318.43,35,Male,10,4,Very Positive,HeadphonesHola
P1478,Smartwatch,Electronics,Smartwatches,472.35,40,Female,26,5,Very Positive,SmartwatchHola
P1479,Pants,Clothing,Sweaters,182.32,38,Female,25,5,Positive,PantsHola
P1480,T-Shirt,Clothing,Sweaters,167.73,32,Male,15,3,Neutral,T-ShirtHola
P1481,Bluetooth Speaker,Electronics,Speakers,1014.71,46,Female,21,4,Very Positive,Bluetooth SpeakerHola
P1482,Air Conditioner,Home Appliances,Air Conditioner,472.14,50,Female,2,4,Positive,Air ConditionerHola
P1483,Cabinet,Furniture,Chair,486.06,58,Male,1,5,Positive,CabinetHola
P1484,Chair,Furniture,Table,220.32,65,Female,16,4,Positive,ChairHola
P1485,Dining Table,Furniture,Bookshelf,906.97,30,Female,21,5,Positive,Dining TableHola
P1486,Bluetooth Speaker,Electronics,Smartwatches,206.66,43,Female,15,4,Very Positive,Bluetooth SpeakerHola
P1487,Tablet,Electronics,Headphones,180.24,36,Female,26,3,Positive,TabletHola
P1488,Dishwasher,Home Appliances,Air Conditioner,850.27,44,Male,19,4,Very Positive,DishwasherHola
P1489,Sofa,Furniture,Chair,1211.47,41,Female,19,5,Positive,SofaHola
P1490,Microwave,Home Appliances,Refrigerator,608.64,61,Male,16,5,Positive,MicrowaveHola
P1491,Bicycle,Sports,Football,590.93,59,Male,11,4,Very Positive,BicycleHola
P1492,Sweater,Clothing,Dresses,25.2,24,Male,38,2,Neutral,SweaterHola
P1493,Sweater,Clothing,Sweaters,18.25,57,Male,3,1,Neutral,SweaterHola
P1494,Smartphone,Electronics,Smartwatches,1043.04,19,Female,24,5,Positive,SmartphoneHola
P1495,Pants,Clothing,Pants,14.42,19,Male,16,2,Negative,PantsHola
P1496,Headphones,Electronics,Laptops,390.05,57,Male,20,5,Positive,HeadphonesHola
P1497,Vacuum Cleaner,Home Appliances,Refrigerator,753.34,56,Male,4,5,Positive,Vacuum CleanerHola
P1498,Dishwasher,Home Appliances,Washing Machine,552.21,19,Female,33,5,Positive,DishwasherHola
P1499,Pants,Clothing,T-Shirts,95.76,63,Male,4,3,Positive,PantsHola
P1500,Dress,Clothing,Shoes,48.22,32,Male,12,1,Neutral,DressHola
P1501,Perfume,Beauty,Nail Polish,59.18,39,Female,13,4,Neutral,PerfumeHola
P1502,T-Shirt,Clothing,Pants,108.19,34,Female,24,3,Positive,T-ShirtHola
P1503,Headphones,Electronics,Tablets,1493.35,32,Female,11,4,Very Positive,HeadphonesHola
P1504,Perfume,Beauty,Fragrance,136.54,40,Male,24,3,Neutral,PerfumeHola
P1505,Nail Polish,Beauty,Makeup,142.99,49,Male,26,5,Neutral,Nail PolishHola
P1506,Shampoo,Beauty,Nail Polish,99.55,41,Male,13,3,Positive,ShampooHola
P1507,Bluetooth Speaker,Electronics,Speakers,837.57,26,Male,26,4,Positive,Bluetooth SpeakerHola
P1508,Sofa,Furniture,Chair,1152.37,52,Male,7,4,Positive,SofaHola
P1509,Washing Machine,Home Appliances,Refrigerator,961.43,56,Female,11,5,Very Positive,Washing MachineHola
P1510,Laptop,Electronics,Headphones,406.1,43,Female,14,4,Very Positive,LaptopHola
P1511,Tennis Racket,Sports,Tennis Racket,159.55,25,Female,20,3,Neutral,Tennis RacketHola
P1512,Football,Sports,Yoga Mat,766.1,32,Female,13,5,Very Positive,FootballHola
P1513,T-Shirt,Clothing,Sweaters,175.98,63,Female,17,3,Neutral,T-ShirtHola
P1514,Jeans,Clothing,T-Shirts,141.96,47,Female,29,3,Neutral,JeansHola
P1515,Headphones,Electronics,Tablets,1330.14,65,Male,13,4,Positive,HeadphonesHola
P1516,Pants,Clothing,Pants,76.48,24,Male,25,3,Neutral,PantsHola
P1517,Tablet,Electronics,Smartwatches,510.06,53,Female,14,4,Very Positive,TabletHola
P1518,Shampoo,Beauty,Nail Polish,30.81,30,Male,12,1,Negative,ShampooHola
P1519,Bookshelf,Furniture,Table,1084.74,31,Female,29,5,Very Positive,BookshelfHola
P1520,Microwave,Home Appliances,Vacuum Cleaner,804.6,32,Male,13,5,Very Positive,MicrowaveHola
P1521,Tennis Racket,Sports,Tennis Racket,95.68,32,Male,18,4,Positive,Tennis RacketHola
P1522,Headphones,Electronics,Mobile Phones,418.36,59,Male,4,5,Positive,HeadphonesHola
P1523,Wireless Mouse,Electronics,Laptops,1414.25,56,Female,10,5,Positive,Wireless MouseHola
P1524,Refrigerator,Home Appliances,Air Conditioner,506.06,36,Female,18,5,Very Positive,RefrigeratorHola
P1525,Nail Polish,Beauty,Makeup,198.61,23,Male,24,4,Neutral,Nail PolishHola
P1526,Couch,Furniture,Table,569.98,20,Male,23,4,Very Positive,CouchHola
P1527,Bluetooth Speaker,Electronics,Speakers,905.21,38,Female,11,5,Very Positive,Bluetooth SpeakerHola
P1528,Basketball,Sports,Basketball,474.94,46,Female,13,4,Very Positive,BasketballHola
P1529,Dress,Clothing,Dresses,11.78,35,Female,21,3,Neutral,DressHola
P1530,Foundation,Beauty,Makeup,133.11,54,Female,12,4,Positive,FoundationHola
P1531,Refrigerator,Home Appliances,Microwave,637.57,53,Male,1,5,Positive,RefrigeratorHola
P1532,Dishwasher,Home Appliances,Microwave,424.56,54,Male,13,4,Positive,DishwasherHola
P1533,Basketball,Sports,Basketball,144.63,48,Female,28,4,Positive,BasketballHola
P1534,Bluetooth Speaker,Electronics,Smartwatches,626.05,22,Female,35,4,Positive,Bluetooth SpeakerHola
P1535,Sweater,Clothing,T-Shirts,139.03,31,Female,11,3,Positive,SweaterHola
P1536,Laptop,Electronics,Smartwatches,989.3,54,Female,16,5,Positive,LaptopHola
P1537,Smartphone,Electronics,Tablets,1133.52,36,Male,10,5,Very Positive,SmartphoneHola
P1538,Dishwasher,Home Appliances,Microwave,579.91,29,Male,28,4,Very Positive,DishwasherHola
P1539,Lipstick,Beauty,Hair Care,61.69,64,Female,6,5,Neutral,LipstickHola
P1540,Yoga Mat,Sports,Yoga Mat,774.29,60,Female,16,5,Very Positive,Yoga MatHola
P1541,Laptop,Electronics,Speakers,937.89,41,Female,12,5,Positive,LaptopHola
P1542,Football,Sports,Football,753.69,27,Male,11,4,Positive,FootballHola
P1543,Dress,Clothing,Sweaters,198.14,60,Female,3,3,Neutral,DressHola
P1544,Shoes,Clothing,Jackets,80.25,43,Female,25,5,Neutral,ShoesHola
P1545,Wireless Mouse,Electronics,Smartwatches,199.73,34,Male,16,4,Neutral,Wireless MouseHola
P1546,Washing Machine,Home Appliances,Air Conditioner,132.23,45,Male,12,4,Neutral,Washing MachineHola
P1547,Perfume,Beauty,Makeup,168.65,24,Male,5,4,Positive,PerfumeHola
P1548,Headphones,Electronics,Laptops,1164.63,27,Female,15,5,Positive,HeadphonesHola
P1549,Air Conditioner,Home Appliances,Microwave,168.45,44,Female,10,3,Positive,Air ConditionerHola
P1550,Refrigerator,Home Appliances,Microwave,620.35,42,Male,12,5,Positive,RefrigeratorHola
P1551,Bicycle,Sports,Bicycle,445.2,59,Male,2,4,Positive,BicycleHola
P1552,Nail Polish,Beauty,Hair Care,100.1,55,Male,5,3,Positive,Nail PolishHola
P1553,Tennis Racket,Sports,Football,529.94,34,Female,14,4,Very Positive,Tennis RacketHola
P1554,Smartphone,Electronics,Mobile Phones,430.3,28,Female,41,5,Very Positive,SmartphoneHola
P1555,T-Shirt,Clothing,Sweaters,109.86,48,Male,17,5,Neutral,T-ShirtHola
P1556,Wireless Mouse,Electronics,Tablets,1113.5,37,Female,15,5,Positive,Wireless MouseHola
P1557,Headphones,Electronics,Mobile Phones,1177.82,25,Male,28,5,Positive,HeadphonesHola
P1558,Skincare Cream,Beauty,Makeup,30.28,43,Male,10,3,Negative,Skincare CreamHola
P1559,Sofa,Furniture,Bookshelf,1137.15,65,Female,13,4,Positive,SofaHola
P1560,Lipstick,Beauty,Skin Care,161.68,60,Female,15,4,Positive,LipstickHola
P1561,Tennis Racket,Sports,Yoga Mat,424.25,26,Female,14,5,Positive,Tennis RacketHola
P1562,Football,Sports,Bicycle,122.12,42,Female,21,5,Neutral,FootballHola
P1563,Dress,Clothing,Sweaters,13.94,27,Female,37,2,Neutral,DressHola
P1564,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,376.28,63,Female,6,5,Very Positive,Vacuum CleanerHola
P1565,Basketball,Sports,Basketball,698.27,51,Female,20,5,Positive,BasketballHola
P1566,Sofa,Furniture,Bookshelf,1351.92,60,Female,16,5,Very Positive,SofaHola
P1567,Sofa,Furniture,Bookshelf,1133.21,23,Male,34,4,Positive,SofaHola
P1568,Smartphone,Electronics,Speakers,167.77,33,Female,11,4,Positive,SmartphoneHola
P1569,Shampoo,Beauty,Hair Care,98.29,22,Female,26,4,Positive,ShampooHola
P1570,Shoes,Clothing,Dresses,55.82,32,Male,20,4,Neutral,ShoesHola
P1571,Basketball,Sports,Basketball,678.31,64,Female,8,4,Very Positive,BasketballHola
P1572,Perfume,Beauty,Skin Care,155.81,36,Female,26,5,Neutral,PerfumeHola
P1573,Basketball,Sports,Yoga Mat,147.87,44,Male,16,4,Neutral,BasketballHola
P1574,Tennis Racket,Sports,Tennis Racket,72.9,32,Female,16,5,Positive,Tennis RacketHola
P1575,Football,Sports,Yoga Mat,620.68,18,Female,48,4,Positive,FootballHola
P1576,Smartphone,Electronics,Headphones,978.56,55,Male,2,5,Positive,SmartphoneHola
P1577,Sofa,Furniture,Table,115.36,64,Female,16,5,Neutral,SofaHola
P1578,Football,Sports,Bicycle,118.38,18,Female,7,4,Positive,FootballHola
P1579,Sweater,Clothing,Dresses,118.09,51,Male,7,4,Neutral,SweaterHola
P1580,Shoes,Clothing,Shoes,65.19,41,Female,21,5,Neutral,ShoesHola
P1581,Smartphone,Electronics,Tablets,1224.85,50,Female,13,4,Positive,SmartphoneHola
P1582,Smartphone,Electronics,Headphones,1253.37,21,Male,50,5,Very Positive,SmartphoneHola
P1583,Jeans,Clothing,Dresses,166.12,46,Female,20,5,Positive,JeansHola
P1584,Washing Machine,Home Appliances,Refrigerator,153.92,45,Female,12,4,Neutral,Washing MachineHola
P1585,Perfume,Beauty,Skin Care,100.18,49,Female,26,4,Positive,PerfumeHola
P1586,Laptop,Electronics,Smartwatches,681.36,25,Female,32,4,Very Positive,LaptopHola
P1587,Soccer Ball,Sports,Basketball,757.03,31,Female,20,5,Positive,Soccer BallHola
P1588,Perfume,Beauty,Skin Care,160.62,22,Female,26,3,Neutral,PerfumeHola
P1589,Tablet,Electronics,Laptops,772.49,56,Female,10,5,Positive,TabletHola
P1590,Bluetooth Speaker,Electronics,Headphones,971.39,54,Female,17,4,Very Positive,Bluetooth SpeakerHola
P1591,Microwave,Home Appliances,Washing Machine,460.09,65,Male,9,4,Positive,MicrowaveHola
P1592,Dishwasher,Home Appliances,Refrigerator,359.32,36,Female,23,5,Very Positive,DishwasherHola
P1593,Refrigerator,Home Appliances,Air Conditioner,762.53,46,Male,28,5,Very Positive,RefrigeratorHola
P1594,Foundation,Beauty,Nail Polish,180.16,56,Female,9,5,Neutral,FoundationHola
P1595,Perfume,Beauty,Hair Care,129.58,62,Male,2,5,Neutral,PerfumeHola
P1596,Jacket,Clothing,Sweaters,148.26,38,Female,18,4,Neutral,JacketHola
P1597,Smartwatch,Electronics,Mobile Phones,670.65,65,Male,6,5,Positive,SmartwatchHola
P1598,Lipstick,Beauty,Nail Polish,194.12,45,Female,10,4,Positive,LipstickHola
P1599,Pants,Clothing,T-Shirts,109.21,52,Male,9,3,Neutral,PantsHola
P1600,Jeans,Clothing,Jackets,37.11,32,Female,11,3,Negative,JeansHola
P1601,Microwave,Home Appliances,Air Conditioner,731.51,65,Male,6,4,Very Positive,MicrowaveHola
P1602,Shampoo,Beauty,Fragrance,148.04,56,Female,5,5,Positive,ShampooHola
P1603,Jacket,Clothing,T-Shirts,136.7,19,Male,28,5,Neutral,JacketHola
P1604,Nail Polish,Beauty,Hair Care,181.55,27,Female,37,4,Neutral,Nail PolishHola
P1605,Bluetooth Speaker,Electronics,Mobile Phones,1297.82,37,Female,18,5,Positive,Bluetooth SpeakerHola
P1606,Laptop,Electronics,Tablets,739.74,56,Female,17,5,Very Positive,LaptopHola
P1607,Sweater,Clothing,Pants,95.91,21,Female,47,5,Neutral,SweaterHola
P1608,Shoes,Clothing,Dresses,179.88,65,Male,5,3,Positive,ShoesHola
P1609,Shoes,Clothing,Sweaters,183.95,33,Male,22,3,Positive,ShoesHola
P1610,Dining Table,Furniture,Cabinet,874.02,35,Male,18,5,Positive,Dining TableHola
P1611,Skincare Cream,Beauty,Makeup,21.11,22,Female,45,2,Negative,Skincare CreamHola
P1612,Cabinet,Furniture,Chair,1301.64,34,Female,14,4,Very Positive,CabinetHola
P1613,Nail Polish,Beauty,Nail Polish,20.98,19,Female,24,2,Neutral,Nail PolishHola
P1614,Dress,Clothing,Jackets,153.67,47,Male,18,4,Neutral,DressHola
P1615,Lipstick,Beauty,Skin Care,117.74,20,Male,26,5,Neutral,LipstickHola
P1616,Dishwasher,Home Appliances,Air Conditioner,872.46,30,Female,20,5,Very Positive,DishwasherHola
P1617,Wireless Mouse,Electronics,Speakers,289.46,26,Male,44,4,Positive,Wireless MouseHola
P1618,Laptop,Electronics,Laptops,713.67,50,Female,4,5,Very Positive,LaptopHola
